Cluster	Motif 1	Motif 2	Number of genes in cluster with both motifs	Total number of genes with both motifs	Number of genes in cluster	Raw p-value	Adjusted p-value (BH)	Adjusted p-value (Bonf)	Adjusted p-value (Global Bonf)	Genes
S	ARR11_2	KAN4_2	11	832	186	0.0256153	0.102461	1	1	AT1G04270;AT1G15930;AT3G04120;AT3G27240;AT3G46430;AT3G53740;AT4G14880;AT5G14030;AT5G47030;AT5G59613;AT5G62300;
S	ARR11_2	MYB111	9	897	186	0.15207	0.166451	1	1	AT1G67350;AT1G79550;AT2G35120;AT3G04120;AT3G05590;AT4G34700;AT5G10980;AT5G47030;ATMG00030;
S	ARR11_2	MYB111_2	10	954	186	0.111046	0.166451	1	1	AT1G04270;AT1G67350;AT1G79550;AT2G35120;AT3G04120;AT3G17390;AT5G10980;AT5G14030;AT5G47030;ATMG00030;
S	ARR11_2	MYB46	7	954	186	0.461622	0.461622	1	1	AT1G67350;AT2G35120;AT3G04120;AT3G05590;AT5G10980;AT5G47030;ATMG00030;
S	ARR11_2	MYB46_2	14	1168	186	0.0267223	0.106889	1	1	AT1G67785;AT3G17390;AT3G53020;AT3G55440;AT4G14880;AT5G10980;AT5G14030;AT5G15320;AT5G27670;AT5G39570;AT5G47030;AT5G56670;AT5G59970;AT5G62300;
S	ARR11_2	MYB52	15	1338	186	0.0369749	0.116218	1	1	AT2G47170;AT3G02080;AT3G09500;AT3G46320;AT3G53020;AT3G53740;AT4G14320;AT4G34110;AT4G40040;AT5G03850;AT5G27670;AT5G59690;AT5G59970;AT5G65360;ATMG00030;
S	ARR11_2	MYB52_2	7	856	186	0.353987	0.353987	1	1	AT1G04270;AT2G30620;AT5G03850;AT5G47030;AT5G56030;AT5G59910;AT5G65360;
S	ARR11_2	MYB55	9	1170	186	0.388683	0.388683	1	1	AT1G67350;AT2G35120;AT3G53020;AT4G14320;AT4G30010;AT5G10980;AT5G47030;AT5G59690;ATMG00030;
S	ARR11_2	MYB55_2	14	1099	186	0.0168776	0.0843879	1	1	AT1G04270;AT1G67785;AT1G79550;AT2G35120;AT3G04120;AT3G17390;AT3G53020;AT3G55440;AT4G14880;AT5G10980;AT5G14030;AT5G47030;AT5G56670;AT5G62300;
S	ARR11_2	MYB59	6	1000	186	0.668078	0.668078	1	1	AT1G51650;AT1G67350;AT4G14320;AT4G30010;AT5G10980;AT5G47030;
S	ARR11_2	RAP2.3	17	1567	186	0.0356718	0.116218	1	1	AT1G15930;AT1G20693;AT1G67785;AT3G02080;AT3G04120;AT3G09500;AT3G53020;AT3G56020;AT4G14320;AT4G34110;AT4G40040;AT5G27670;AT5G39570;AT5G47030;AT5G56670;AT5G59970;ATMG00030;
S	ARR11_2	RAP2.3_2	14	1525	186	0.148068	0.166451	1	1	AT1G15930;AT1G20693;AT1G67785;AT3G02080;AT3G53020;AT3G56020;AT4G34110;AT4G40040;AT5G27670;AT5G39570;AT5G47030;AT5G56670;AT5G59970;ATMG00030;
S	ARR11_2	RAP2.3_3ARY	14	1462	186	0.116943	0.166451	1	1	AT1G04270;AT1G15930;AT1G20693;AT3G02080;AT3G05590;AT3G53020;AT3G56020;AT4G34110;AT4G40040;AT5G27670;AT5G47030;AT5G56670;AT5G59970;ATMG00030;
S	ARR11_2	RAP2.6	15	1577	186	0.11167	0.166451	1	1	AT1G15930;AT1G67785;AT3G02080;AT3G04120;AT3G53020;AT3G56020;AT4G14320;AT4G34110;AT4G40040;AT5G27670;AT5G39570;AT5G47030;AT5G56670;AT5G59970;ATMG00030;
S	ARR11_2	RAP2.6_2	14	1400	186	0.0904783	0.166451	1	1	AT1G20693;AT1G78900;AT3G02080;AT3G53020;AT3G56020;AT4G14320;AT4G40040;AT5G27670;AT5G39570;AT5G47030;AT5G56670;AT5G59690;AT5G59970;ATMG00030;
S	ARR11_2	RAP2.6_3ARY	17	1459	186	0.0197068	0.0869288	1	1	AT1G04270;AT1G20693;AT1G78900;AT2G35120;AT3G02080;AT3G04120;AT3G05590;AT3G53020;AT3G56020;AT4G14320;AT4G34110;AT4G40040;AT5G27670;AT5G39570;AT5G56670;AT5G59970;ATMG00030;
S	ARR11_2	RRTF1	16	1570	186	0.0645361	0.152706	1	1	AT1G15930;AT1G67785;AT3G02080;AT3G04120;AT3G53020;AT3G56020;AT4G14320;AT4G34110;AT4G40040;AT5G27670;AT5G39570;AT5G47030;AT5G56670;AT5G59970;AT5G62300;ATMG00030;
S	ARR11_2	RRTF1_2	14	1552	186	0.162674	0.166451	1	1	AT1G15930;AT1G20693;AT1G67785;AT3G02080;AT3G53020;AT3G56020;AT4G34110;AT4G40040;AT5G27670;AT5G39570;AT5G47030;AT5G56670;AT5G59970;ATMG00030;
S	ARR11_2	RRTF1_3ARY	14	1538	186	0.155008	0.166451	1	1	AT1G15930;AT1G20693;AT1G67785;AT3G02080;AT3G53020;AT3G56020;AT4G34110;AT4G40040;AT5G27670;AT5G39570;AT5G47030;AT5G56670;AT5G59970;ATMG00030;
S	ARR11_2	RVE1	7	807	186	0.300972	0.300972	1	1	AT1G67785;AT2G37470;AT3G17390;AT3G24830;AT3G27240;AT5G56670;AT5G62300;
S	ARR11_2	RVE1_2	2	414	186	0.769601	0.769601	1	1	AT5G59690;AT5G65360;
S	ARR11_3ARY	ARR14	7	1065	186	0.578159	0.578159	1	1	AT1G08830;AT1G20696;AT3G17390;AT4G38920;AT5G10400;AT5G56670;AT5G59910;
S	ARR11_3ARY	ARR14_2	3	361	186	0.438683	0.438683	1	1	AT2G47170;AT3G11940;AT3G53740;
S	ARR11_3ARY	ARR14_3ARY	0	2	186	1	1	1	1	
S	ARR11_3ARY	AT1G77200	6	878	186	0.541847	0.541847	1	1	AT1G08480;AT3G17390;AT3G53740;AT3G56020;AT5G56030;AT5G56670;
S	ARR11_3ARY	AT5G28300	5	862	186	0.691866	0.691866	1	1	AT3G54560;AT3G56020;AT5G47700;AT5G56670;AT5G56710;
S	ARR11_3ARY	ATERF1	5	908	186	0.734456	0.734456	1	1	AT2G07708;AT3G04120;AT3G56020;AT5G39570;AT5G56670;
S	ARR11_3ARY	ATERF1_2	6	938	186	0.606647	0.606647	1	1	AT1G08480;AT2G07708;AT2G21160;AT3G56020;AT5G39570;AT5G56670;
S	ARR11_3ARY	CCA1	11	1597	186	0.511833	0.511833	1	1	AT1G08830;AT1G20696;AT2G21580;AT2G21660;AT2G37470;AT3G45980;AT3G52930;AT3G54560;AT5G02500;AT5G56670;AT5G62300;
S	ARR11_3ARY	CCA1_2	10	1130	186	0.231127	0.231127	1	1	AT1G66580;AT2G37470;AT3G11940;AT3G45980;AT4G38920;AT5G27850;AT5G39570;AT5G56030;AT5G56670;AT5G62300;
S	ARR11_3ARY	DDF1	9	884	186	0.143071	0.166451	1	1	AT1G23490;AT1G66580;AT1G70490;AT3G17390;AT3G52930;AT3G56020;AT5G10400;AT5G39570;AT5G56030;
S	ARR11_3ARY	DREB2C	7	936	186	0.44196	0.44196	1	1	AT1G08480;AT2G07708;AT3G04120;AT3G17390;AT3G56020;AT5G39570;AT5G56670;
S	ARR11_3ARY	DREB2C_2	5	905	186	0.731813	0.731813	1	1	AT1G08480;AT2G07708;AT3G17390;AT3G56020;AT5G56670;
S	ARR11_3ARY	GLK1	6	1196	186	0.819709	0.819709	1	1	AT1G08480;AT2G37470;AT2G47170;AT3G53740;AT4G38920;AT5G56710;
S	ARR11_3ARY	GLK1_2	3	755	186	0.885978	0.885978	1	1	AT1G20696;AT2G37470;AT5G59910;
S	ARR11_3ARY	KAN1	7	1002	186	0.513224	0.513224	1	1	AT1G66580;AT2G37470;AT3G04120;AT3G52930;AT3G53740;AT5G10400;AT5G56710;
S	ARR11_3ARY	KAN4	9	938	186	0.18222	0.18222	1	1	AT1G20696;AT1G23490;AT1G66580;AT2G21160;AT3G04120;AT3G52930;AT5G02500;AT5G39570;AT5G62300;
S	ARR11_3ARY	KAN4_2	8	894	186	0.255035	0.255035	1	1	AT2G21160;AT3G04120;AT3G11940;AT3G45980;AT3G53740;AT5G02500;AT5G47700;AT5G62300;
S	ARR11_3ARY	MYB111	4	846	186	0.824163	0.824163	1	1	AT2G07708;AT3G04120;AT5G02500;AT5G47700;
S	ARR11_3ARY	MYB111_2	3	855	186	0.929633	0.929633	1	1	AT2G07708;AT3G04120;AT3G17390;
S	ARR11_3ARY	MYB46	4	847	186	0.824861	0.824861	1	1	AT2G07708;AT3G04120;AT5G02500;AT5G47700;
S	ARR11_3ARY	MYB46_2	6	840	186	0.498585	0.498585	1	1	AT2G07708;AT3G17390;AT5G02500;AT5G39570;AT5G56670;AT5G62300;
S	ARR11_3ARY	MYB52	6	887	186	0.551863	0.551863	1	1	AT1G08480;AT2G07708;AT2G21160;AT2G47170;AT3G53740;AT5G56670;
S	ARR11_3ARY	MYB52_2	5	813	186	0.641697	0.641697	1	1	AT2G07708;AT5G02500;AT5G56030;AT5G56710;AT5G59910;
S	ARR11_3ARY	MYB55	1	844	186	0.996925	0.996925	1	1	AT2G07708;
S	ARR11_3ARY	MYB55_2	5	876	186	0.705295	0.705295	1	1	AT2G07708;AT3G04120;AT3G17390;AT5G56670;AT5G62300;
S	ARR11_3ARY	MYB59	4	879	186	0.846025	0.846025	1	1	AT1G08480;AT2G07708;AT5G02500;AT5G47700;
S	ARR11_3ARY	RAP2.3	6	912	186	0.579157	0.579157	1	1	AT2G07708;AT3G04120;AT3G56020;AT5G39570;AT5G56670;AT5G56710;
S	ARR11_3ARY	RAP2.3_2	5	921	186	0.745692	0.745692	1	1	AT2G07708;AT3G56020;AT5G02500;AT5G39570;AT5G56670;
S	ARR11_3ARY	RAP2.3_3ARY	3	890	186	0.940878	0.940878	1	1	AT2G07708;AT3G56020;AT5G56670;
S	ARR11_3ARY	RAP2.6	5	924	186	0.748235	0.748235	1	1	AT2G07708;AT3G04120;AT3G56020;AT5G39570;AT5G56670;
S	ARR11_3ARY	RAP2.6_2	7	901	186	0.403475	0.403475	1	1	AT1G08480;AT2G07708;AT2G21660;AT3G56020;AT5G02500;AT5G39570;AT5G56670;
S	ARR11_3ARY	RAP2.6_3ARY	6	865	186	0.527216	0.527216	1	1	AT1G08480;AT3G04120;AT3G52930;AT3G56020;AT5G39570;AT5G56670;
S	ARR11_3ARY	RRTF1	6	922	186	0.589843	0.589843	1	1	AT2G07708;AT3G04120;AT3G56020;AT5G39570;AT5G56670;AT5G62300;
S	ARR11_3ARY	RRTF1_2	4	912	186	0.865567	0.865567	1	1	AT2G07708;AT3G56020;AT5G39570;AT5G56670;
S	ARR11_3ARY	RRTF1_3ARY	4	893	186	0.854589	0.854589	1	1	AT2G07708;AT3G56020;AT5G39570;AT5G56670;
S	ARR11_3ARY	RVE1	14	1800	186	0.326083	0.326083	1	1	AT1G08830;AT1G20696;AT2G07708;AT2G21580;AT2G21660;AT2G37470;AT3G17390;AT3G24830;AT3G45980;AT3G52930;AT3G54560;AT5G02500;AT5G56670;AT5G62300;
S	ARR11_3ARY	RVE1_2	3	270	186	0.27323	0.27323	1	1	AT1G70490;AT2G47170;AT3G45980;
S	ARR14	ARR14_2	31	2291	186	0.000141434	0.0240949	0.0263067	0.220637	AT1G04270;AT1G09200;AT1G15930;AT1G22840;AT1G51060;AT1G63000;AT1G67785;AT1G78900;AT1G79550;AT2G47110;AT3G02080;AT3G03070;AT3G09500;AT3G17390;AT3G49010;AT3G55440;AT4G14320;AT4G20150;AT4G30010;AT4G34110;AT4G34700;AT4G38920;AT4G40040;AT5G03850;AT5G10400;AT5G22880;AT5G47030;AT5G56670;AT5G59690;AT5G59910;ATMG00030;
S	ARR14	ARR14_3ARY	10	1321	186	0.396925	0.396925	1	1	AT1G20696;AT1G51060;AT1G63000;AT2G17560;AT2G47110;AT3G53870;AT4G38920;AT5G48810;AT5G59910;ATMG00030;
S	ARR14	AT1G77200	11	1204	186	0.18891	0.18891	1	1	AT1G04270;AT1G78040;AT3G10920;AT3G17390;AT3G55440;AT4G14320;AT5G02450;AT5G47030;AT5G48810;AT5G56670;ATMG00030;
S	ARR14	AT5G28300	8	1119	186	0.481009	0.481009	1	1	AT1G15930;AT1G22840;AT1G51060;AT3G08610;AT3G12120;AT4G34110;AT5G56670;AT5G59690;
S	ARR14	ATERF1	18	1433	186	0.00818973	0.0592109	1	1	AT1G09690;AT1G67785;AT1G72020;AT1G78040;AT2G17560;AT2G27720;AT3G02080;AT3G09500;AT3G10920;AT3G46030;AT3G49910;AT3G53870;AT4G34110;AT4G40040;AT5G02450;AT5G18380;AT5G56670;ATMG00030;
S	ARR14	ATERF1_2	18	1375	186	0.00543645	0.0489281	1	1	AT1G15930;AT1G43170;AT2G27720;AT3G02080;AT3G09500;AT3G10920;AT3G46030;AT3G49910;AT3G53870;AT4G14320;AT4G30010;AT4G34110;AT4G40040;AT5G18380;AT5G22880;AT5G47030;AT5G56670;AT5G59690;
S	ARR14	CCA1	8	728	186	0.119234	0.166451	1	1	AT1G08830;AT1G20696;AT1G78040;AT2G17560;AT3G08610;AT3G12120;AT4G34110;AT5G56670;
S	ARR14	CCA1_2	0	30	186	1	1	1	1	
S	ARR14	DDF1	10	1039	186	0.163663	0.166451	1	1	AT1G04270;AT1G78040;AT3G02780;AT3G03070;AT3G10920;AT3G17390;AT4G34700;AT5G02450;AT5G10400;AT5G18380;
S	ARR14	DREB2C	20	1339	186	0.000726258	0.0400854	0.135084	1	AT1G09690;AT1G15930;AT1G67785;AT1G72020;AT2G47110;AT3G02080;AT3G03070;AT3G09500;AT3G10920;AT3G17390;AT3G46030;AT3G53870;AT4G14320;AT4G30010;AT4G34110;AT4G40040;AT5G18380;AT5G22880;AT5G56670;ATMG00030;
S	ARR14	DREB2C_2	14	1276	186	0.0498732	0.14962	1	1	AT1G04270;AT1G63000;AT1G78040;AT3G02080;AT3G10920;AT3G17390;AT3G55440;AT4G14320;AT5G02450;AT5G18380;AT5G47030;AT5G48810;AT5G56670;ATMG00030;
S	ARR14	GLK1	10	1079	186	0.192035	0.192035	1	1	AT1G22840;AT2G47110;AT3G02080;AT3G23390;AT3G49010;AT3G53870;AT4G34110;AT4G34700;AT4G38920;AT5G03850;
S	ARR14	GLK1_2	21	1402	186	0.000514065	0.0400854	0.0956161	0.801942	AT1G09200;AT1G20696;AT1G22840;AT1G51060;AT1G79550;AT2G17560;AT2G27720;AT2G36620;AT2G47110;AT3G03070;AT3G09500;AT3G12120;AT3G46030;AT3G53870;AT4G20150;AT4G31985;AT4G34110;AT4G40040;AT5G02450;AT5G03850;AT5G47030;
S	ARR14	KAN1	3	730	186	0.871838	0.871838	1	1	AT1G67785;AT3G03070;AT5G10400;
S	ARR14	KAN4	8	982	186	0.341307	0.341307	1	1	AT1G20696;AT1G67785;AT1G78900;AT3G03070;AT3G55440;AT4G16720;AT5G02450;ATMG00030;
S	ARR14	KAN4_2	6	850	186	0.51011	0.51011	1	1	AT1G04270;AT1G15930;AT2G17560;AT5G14030;AT5G18380;AT5G47030;
S	ARR14	MYB111	8	873	186	0.235536	0.235536	1	1	AT1G79550;AT3G10920;AT3G12120;AT4G34700;AT5G18380;AT5G47030;AT5G48810;ATMG00030;
S	ARR14	MYB111_2	10	927	186	0.0966806	0.166451	1	1	AT1G04270;AT1G79550;AT3G12120;AT3G17390;AT3G23390;AT5G14030;AT5G18380;AT5G47030;AT5G48810;ATMG00030;
S	ARR14	MYB46	6	911	186	0.578081	0.578081	1	1	AT3G10920;AT3G12120;AT5G18380;AT5G47030;AT5G48810;ATMG00030;
S	ARR14	MYB46_2	11	1049	186	0.0976246	0.166451	1	1	AT1G43170;AT1G67785;AT3G10920;AT3G17390;AT3G23390;AT3G55440;AT4G16720;AT5G14030;AT5G18380;AT5G47030;AT5G56670;
S	ARR14	MYB52	15	1154	186	0.0115038	0.0690228	1	1	AT1G78040;AT3G02080;AT3G09500;AT3G46030;AT3G49010;AT4G14320;AT4G34110;AT4G40040;AT5G03850;AT5G18380;AT5G47030;AT5G48810;AT5G56670;AT5G59690;ATMG00030;
S	ARR14	MYB52_2	9	884	186	0.143071	0.166451	1	1	AT1G04270;AT3G03070;AT3G10920;AT3G23390;AT5G03850;AT5G18380;AT5G47030;AT5G48810;AT5G59910;
S	ARR14	MYB55	12	1054	186	0.0532763	0.152706	1	1	AT1G09690;AT2G47110;AT3G10920;AT3G12120;AT3G46030;AT4G14320;AT4G30010;AT5G18380;AT5G47030;AT5G48810;AT5G59690;ATMG00030;
S	ARR14	MYB55_2	14	1029	186	0.010009	0.060054	1	1	AT1G04270;AT1G43170;AT1G67785;AT1G79550;AT3G10920;AT3G12120;AT3G17390;AT3G23390;AT3G55440;AT5G14030;AT5G18380;AT5G47030;AT5G48810;AT5G56670;
S	ARR14	MYB59	8	919	186	0.278883	0.278883	1	1	AT2G47110;AT3G10920;AT3G46030;AT3G53870;AT4G14320;AT4G30010;AT5G02450;AT5G47030;
S	ARR14	RAP2.3	19	1478	186	0.00523027	0.0470724	0.97283	1	AT1G15930;AT1G67785;AT1G72020;AT2G17560;AT2G27720;AT2G47110;AT3G02080;AT3G02780;AT3G09500;AT3G10920;AT3G53870;AT4G14320;AT4G34110;AT4G40040;AT5G02450;AT5G18380;AT5G47030;AT5G56670;ATMG00030;
S	ARR14	RAP2.3_2	19	1433	186	0.00376712	0.044976	0.700685	1	AT1G15930;AT1G67785;AT1G72020;AT1G78040;AT2G17560;AT2G27720;AT3G02080;AT3G02780;AT3G10920;AT3G46030;AT3G53870;AT4G34110;AT4G40040;AT5G02450;AT5G18380;AT5G22880;AT5G47030;AT5G56670;ATMG00030;
S	ARR14	RAP2.3_3ARY	18	1362	186	0.00493797	0.044976	0.918463	1	AT1G04270;AT1G09690;AT1G15930;AT1G72020;AT1G78040;AT2G17560;AT2G27720;AT3G02080;AT3G10920;AT3G53870;AT4G34110;AT4G40040;AT5G02450;AT5G18380;AT5G47030;AT5G48810;AT5G56670;ATMG00030;
S	ARR14	RAP2.6	18	1449	186	0.00912111	0.0592109	1	1	AT1G15930;AT1G67785;AT1G72020;AT1G78040;AT2G17560;AT2G27720;AT2G47110;AT3G02080;AT3G10920;AT3G53870;AT4G14320;AT4G34110;AT4G40040;AT5G02450;AT5G18380;AT5G47030;AT5G56670;ATMG00030;
S	ARR14	RAP2.6_2	16	1324	186	0.0172737	0.0863685	1	1	AT1G72020;AT1G78900;AT3G02080;AT3G02780;AT3G10920;AT3G49010;AT3G53870;AT4G14320;AT4G40040;AT5G02450;AT5G18380;AT5G22880;AT5G47030;AT5G56670;AT5G59690;ATMG00030;
S	ARR14	RAP2.6_3ARY	18	1344	186	0.00431052	0.044976	0.801757	1	AT1G04270;AT1G43170;AT1G78040;AT1G78900;AT2G27720;AT2G36620;AT3G02080;AT3G02780;AT3G10920;AT3G46030;AT4G14320;AT4G34110;AT4G40040;AT5G02450;AT5G18380;AT5G22880;AT5G56670;ATMG00030;
S	ARR14	RRTF1	17	1455	186	0.0192457	0.0869288	1	1	AT1G15930;AT1G67785;AT1G72020;AT2G17560;AT2G27720;AT2G47110;AT3G02080;AT3G10920;AT3G53870;AT4G14320;AT4G34110;AT4G40040;AT5G02450;AT5G18380;AT5G47030;AT5G56670;ATMG00030;
S	ARR14	RRTF1_2	17	1453	186	0.0190183	0.0869288	1	1	AT1G15930;AT1G67785;AT1G72020;AT2G17560;AT2G27720;AT2G47110;AT3G02080;AT3G02780;AT3G10920;AT3G53870;AT4G34110;AT4G40040;AT5G02450;AT5G18380;AT5G47030;AT5G56670;ATMG00030;
S	ARR14	RRTF1_3ARY	16	1445	186	0.0349836	0.116218	1	1	AT1G15930;AT1G67785;AT1G72020;AT2G17560;AT2G27720;AT2G47110;AT3G02080;AT3G10920;AT3G53870;AT4G34110;AT4G40040;AT5G02450;AT5G18380;AT5G47030;AT5G56670;ATMG00030;
S	ARR14	RVE1	8	769	186	0.148362	0.166451	1	1	AT1G08830;AT1G20696;AT1G67785;AT2G17560;AT3G08610;AT3G12120;AT3G17390;AT5G56670;
S	ARR14	RVE1_2	9	1059	186	0.284293	0.284293	1	1	AT1G67785;AT1G78900;AT2G17560;AT3G12120;AT3G17390;AT3G49010;AT5G22880;AT5G56670;AT5G59690;
S	ARR14_2	ARR14_3ARY	2	184	186	0.351458	0.351458	1	1	AT2G47170;AT3G24830;
S	ARR14_2	AT1G77200	11	1320	186	0.275903	0.275903	1	1	AT1G04270;AT3G17390;AT3G53020;AT3G53740;AT3G55440;AT4G14320;AT5G27670;AT5G47030;AT5G56030;AT5G56670;ATMG00030;
S	ARR14_2	AT5G28300	12	1121	186	0.0766297	0.153259	1	1	AT1G15930;AT1G22840;AT1G51060;AT2G28740;AT3G13920;AT3G46430;AT3G53020;AT4G13930;AT4G34110;AT5G56670;AT5G56710;AT5G59690;
S	ARR14_2	ATERF1	13	1494	186	0.207117	0.207117	1	1	AT1G20693;AT1G67785;AT3G02080;AT3G04120;AT3G09500;AT3G27240;AT3G53020;AT4G34110;AT4G40040;AT5G27670;AT5G56670;AT5G59690;ATMG00030;
S	ARR14_2	ATERF1_2	14	1444	186	0.10883	0.166451	1	1	AT1G15930;AT1G20693;AT3G02080;AT3G09500;AT3G53020;AT4G14320;AT4G30010;AT4G34110;AT4G40040;AT5G22880;AT5G27670;AT5G47030;AT5G56670;AT5G59690;
S	ARR14_2	CCA1	7	772	186	0.26425	0.26425	1	1	AT1G56330;AT2G01250;AT2G37470;AT3G13920;AT3G45980;AT4G34110;AT5G56670;
S	ARR14_2	CCA1_2	22	1259	186	4.20158e-05	0.0239611	0.00781493	0.0655446	AT1G22840;AT1G51060;AT1G63000;AT1G67785;AT1G78900;AT2G27710;AT2G28740;AT2G37470;AT3G11940;AT3G27240;AT3G45980;AT3G49010;AT3G55440;AT4G13930;AT4G20150;AT4G34110;AT4G38920;AT4G40040;AT5G22880;AT5G47030;AT5G56030;AT5G56670;
S	ARR14_2	DDF1	12	1111	186	0.0727851	0.152706	1	1	AT1G04270;AT1G70490;AT3G03070;AT3G07480;AT3G17390;AT3G53020;AT4G34700;AT5G10400;AT5G15320;AT5G16130;AT5G27670;AT5G56030;
S	ARR14_2	DREB2C	20	1437	186	0.00169807	0.0400854	0.315841	1	AT1G15930;AT1G56330;AT1G67785;AT2G47110;AT3G02080;AT3G03070;AT3G04120;AT3G09500;AT3G17390;AT3G27240;AT3G53020;AT4G14320;AT4G30010;AT4G34110;AT4G40040;AT5G10980;AT5G22880;AT5G27670;AT5G56670;ATMG00030;
S	ARR14_2	DREB2C_2	12	1389	186	0.226263	0.226263	1	1	AT1G04270;AT1G63000;AT3G02080;AT3G17390;AT3G53020;AT3G55440;AT4G14320;AT4G14880;AT5G27670;AT5G47030;AT5G56670;ATMG00030;
S	ARR14_2	GLK1	18	1348	186	0.00444392	0.044976	0.826569	1	AT1G22840;AT1G67785;AT2G28740;AT2G37470;AT2G47110;AT2G47170;AT3G02080;AT3G13920;AT3G27240;AT3G49010;AT3G53740;AT4G20150;AT4G34110;AT4G34700;AT4G38920;AT5G03850;AT5G27670;AT5G56710;
S	ARR14_2	GLK1_2	4	336	186	0.191113	0.191113	1	1	AT1G51650;AT2G37470;AT5G27670;AT5G59910;
S	ARR14_2	KAN1	12	863	186	0.0141939	0.0783242	1	1	AT1G67785;AT2G01250;AT2G28740;AT2G37470;AT3G03070;AT3G04120;AT3G07480;AT3G13920;AT3G53020;AT3G53740;AT5G10400;AT5G56710;
S	ARR14_2	KAN4	14	952	186	0.00522416	0.0470174	0.971694	1	AT1G20693;AT1G67785;AT1G78900;AT2G01250;AT2G28740;AT3G03070;AT3G04120;AT3G07480;AT3G13920;AT3G46320;AT3G55440;AT5G15320;AT5G59613;ATMG00030;
S	ARR14_2	KAN4_2	16	825	186	0.000154455	0.0240949	0.0287286	0.240949	AT1G04270;AT1G15930;AT1G56330;AT2G28740;AT3G04120;AT3G07480;AT3G11940;AT3G13920;AT3G27240;AT3G45980;AT3G46430;AT3G53740;AT4G14880;AT5G16130;AT5G47030;AT5G59613;
S	ARR14_2	MYB111	9	878	186	0.139013	0.166451	1	1	AT1G67350;AT1G79550;AT3G04120;AT4G11010;AT4G13930;AT4G34700;AT5G10980;AT5G47030;ATMG00030;
S	ARR14_2	MYB111_2	11	948	186	0.0562544	0.152706	1	1	AT1G04270;AT1G67350;AT1G79550;AT2G01250;AT3G04120;AT3G17390;AT4G11010;AT4G13930;AT5G10980;AT5G47030;ATMG00030;
S	ARR14_2	MYB46	7	944	186	0.450714	0.450714	1	1	AT1G67350;AT3G04120;AT4G11010;AT4G13930;AT5G10980;AT5G47030;ATMG00030;
S	ARR14_2	MYB46_2	12	1164	186	0.0946289	0.166451	1	1	AT1G67785;AT2G01250;AT3G17390;AT3G53020;AT3G55440;AT4G13930;AT4G14880;AT5G10980;AT5G15320;AT5G27670;AT5G47030;AT5G56670;
S	ARR14_2	MYB52	16	1370	186	0.0229172	0.0916687	1	1	AT2G47170;AT3G02080;AT3G09500;AT3G46320;AT3G49010;AT3G53020;AT3G53740;AT4G14320;AT4G34110;AT4G40040;AT5G03850;AT5G27670;AT5G47030;AT5G56670;AT5G59690;ATMG00030;
S	ARR14_2	MYB52_2	9	859	186	0.126567	0.166451	1	1	AT1G04270;AT3G03070;AT4G13930;AT5G03850;AT5G16130;AT5G47030;AT5G56030;AT5G56710;AT5G59910;
S	ARR14_2	MYB55	11	1134	186	0.143685	0.166451	1	1	AT1G67350;AT2G47110;AT3G53020;AT4G11010;AT4G13930;AT4G14320;AT4G30010;AT5G10980;AT5G47030;AT5G59690;ATMG00030;
S	ARR14_2	MYB55_2	12	1094	186	0.0665417	0.152706	1	1	AT1G04270;AT1G67785;AT1G79550;AT3G04120;AT3G17390;AT3G53020;AT3G55440;AT4G13930;AT4G14880;AT5G10980;AT5G47030;AT5G56670;
S	ARR14_2	MYB59	8	954	186	0.313225	0.313225	1	1	AT1G51650;AT1G67350;AT2G01250;AT2G47110;AT4G14320;AT4G30010;AT5G10980;AT5G47030;
S	ARR14_2	RAP2.3	17	1537	186	0.0305105	0.116218	1	1	AT1G15930;AT1G20693;AT1G67785;AT2G47110;AT3G02080;AT3G04120;AT3G07480;AT3G09500;AT3G53020;AT4G14320;AT4G34110;AT4G40040;AT5G27670;AT5G47030;AT5G56670;AT5G56710;ATMG00030;
S	ARR14_2	RAP2.3_2	13	1496	186	0.208423	0.208423	1	1	AT1G15930;AT1G20693;AT1G67785;AT3G02080;AT3G07480;AT3G53020;AT4G34110;AT4G40040;AT5G22880;AT5G27670;AT5G47030;AT5G56670;ATMG00030;
S	ARR14_2	RAP2.3_3ARY	12	1417	186	0.24648	0.24648	1	1	AT1G04270;AT1G15930;AT1G20693;AT3G02080;AT3G07480;AT3G53020;AT4G34110;AT4G40040;AT5G27670;AT5G47030;AT5G56670;ATMG00030;
S	ARR14_2	RAP2.6	14	1533	186	0.152318	0.166451	1	1	AT1G15930;AT1G67785;AT2G47110;AT3G02080;AT3G04120;AT3G07480;AT3G53020;AT4G14320;AT4G34110;AT4G40040;AT5G27670;AT5G47030;AT5G56670;ATMG00030;
S	ARR14_2	RAP2.6_2	15	1370	186	0.0439106	0.131732	1	1	AT1G20693;AT1G78900;AT3G02080;AT3G07480;AT3G49010;AT3G53020;AT4G14320;AT4G40040;AT5G16130;AT5G22880;AT5G27670;AT5G47030;AT5G56670;AT5G59690;ATMG00030;
S	ARR14_2	RAP2.6_3ARY	14	1419	186	0.0981448	0.166451	1	1	AT1G04270;AT1G20693;AT1G78900;AT3G02080;AT3G04120;AT3G53020;AT4G14320;AT4G34110;AT4G40040;AT5G16130;AT5G22880;AT5G27670;AT5G56670;ATMG00030;
